Negara,Tahun,RQ,GE,Size,FDI,TO
Myanmar,2006,-2.19364547729492,-1.47461295127869,48088274,1.90182128285749,0
Myanmar,2007,-2.27373504638672,-1.49425947666168,48445647,3.5175166973129,0
Myanmar,2008,-2.21325135231018,-1.54291808605194,48729486,2.71127181000311,0
Myanmar,2009,-2.23434448242188,-1.6242733001709,49015836,2.92355415980151,0
Myanmar,2010,-2.24458050727844,-1.62764239311218,49390988,1.81897202342465,0
Myanmar,2011,-2.10201287269592,-1.60698401927948,49794522,4.20127651183029,0
Myanmar,2012,-1.8346574306488,-1.47650003433228,50218185,2.22540068514517,0
Myanmar,2013,-1.50004291534424,-1.50835263729095,50648334,3.74085607932619,0
Myanmar,2014,-1.39787828922272,-1.29803729057312,51072436,3.31904421407388,0
Myanmar,2015,-1.24763536453247,-1.28990435600281,51483949,6.85124098710895,0
Myanmar,2016,-0.872649312019348,-1.01163554191589,51892349,5.17880132517466,0
Myanmar,2017,-0.841920256614685,-1.08796751499176,52288341,7.27335555212816,0
Myanmar,2018,-0.750430941581726,-1.09122586250305,52666014,2.60563229851106,0
Myanmar,2019,-0.753546059131622,-1.18532156944275,53040212,2.31211211194364,0
Myanmar,2020,-0.621483266353607,-1.01391088962555,53423198,2.41393223012226,0
Myanmar,2021,-1.11852133274078,-1.41239774227142,53798084,3.11492561696787,0
Myanmar,2022,-1.23508405685425,-1.68404102325439,54179306,1.98946076080719,0
Kamboja,2003,-0.420781254768372,-0.918026566505432,12787710,1.75131657871555,123.080812208436
Kamboja,2004,-0.456693708896637,-0.907455146312714,13016371,2.4619770452865,134.511417364904
Kamboja,2005,-0.5336874127388,-1.00211262702942,13246583,6.0253839055628,136.831930063269
Kamboja,2006,-0.616633772850037,-0.981054723262787,13477779,6.64242250983254,144.614453507342
Kamboja,2007,-0.493607431650162,-0.912372171878815,13714791,10.0389495948312,138.268146867472
Kamboja,2008,-0.461728304624558,-1.00112020969391,13943888,7.87468099118756,133.320259379496
Kamboja,2009,-0.495730012655258,-0.960240483283997,14155740,8.92527251956251,105.138475374769
Kamboja,2010,-0.491047918796539,-0.96263325214386,14363532,12.4913810857897,113.603718236298
Kamboja,2011,-0.591842174530029,-0.872488141059875,14573885,11.9948438372039,113.581843529073
Kamboja,2012,-0.355143368244171,-0.821808159351349,14786640,14.1457254082956,120.597437505889
Kamboja,2013,-0.352435141801834,-0.912537574768066,14999683,13.5833460916418,130.046486673911
Kamboja,2014,-0.439880818128586,-0.698205411434174,15210817,11.0968948243669,129.612232309913
Kamboja,2015,-0.549874782562256,-0.743951737880707,15417523,10.0986635313548,127.864066995687
Kamboja,2016,-0.493561118841171,-0.743826746940613,15624584,12.3692213703588,126.950028976291
Kamboja,2017,-0.521386206150055,-0.696423292160034,15830689,12.5718496821633,124.787773547664
Kamboja,2018,-0.536904513835907,-0.600180506706238,16025238,13.0744980660067,124.898612833123
Kamboja,2019,-0.609220564365387,-0.623606085777283,16207746,13.5220209647967,123.556523773641
Kamboja,2020,-0.6611088514328,-0.451601684093475,16396860,14.0094821027703,123.990741591277
Kamboja,2021,-0.686099588871002,-0.478109896183014,16589023,12.9203431053741,129.11145154834
Kamboja,2022,-0.709801018238068,-0.351662397384644,16767842,12.1296458187977,123.187132420469
Malaysia,2003,0.591819643974304,1.04106783866882,24739411,2.92094209456765,194.195129056831
Malaysia,2004,0.461175560951233,1.04575204849243,25333247,3.50787262049413,210.374265897124
Malaysia,2005,0.634848475456238,1.04338908195496,25923536,2.73438734940078,203.854644595624
Malaysia,2006,0.536535799503326,1.23769116401672,26509413,4.72716484834358,202.577146840398
Malaysia,2007,0.504324913024902,1.22411561012268,27092604,4.68684578287436,192.465506357652
Malaysia,2008,0.286812037229538,1.05022716522217,27664296,3.28081949125174,176.668324785148
Malaysia,2009,0.269758820533752,0.895370304584503,28217204,0.056692316075743,162.5589704527
Malaysia,2010,0.611249983310699,1.04647839069366,28717731,4.26864663854031,157.944764886771
Malaysia,2011,0.547134578227997,0.98675674200058,29184133,5.07446032143377,154.937684607226
Malaysia,2012,0.477169960737228,0.906338155269623,29660212,2.8290573817453,147.841754766013
Malaysia,2013,0.567808210849762,0.993093609809875,30134807,3.49431175959971,142.720991464873
Malaysia,2014,0.799231290817261,1.14677739143372,30606459,3.14122940365348,138.312231176843
Malaysia,2015,0.704775094985962,0.91693377494812,31068833,3.27094402931735,131.37007244526
Malaysia,2016,0.663995385169983,0.8176429271698,31526418,4.47130958598651,126.8990100257
Malaysia,2017,0.671274363994598,0.777292728424072,31975806,2.93582038058561,133.155173371956
Malaysia,2018,0.575907409191132,1.05384254455566,32399271,2.31458721219734,130.402625502126
Malaysia,2019,0.547572374343872,0.967821717262268,32804020,2.50697705748044,123.028562027943
Malaysia,2020,0.666613459587097,1.02247262001038,33199993,1.20275464255821,116.788182437638
Malaysia,2021,0.714465439319611,0.953544080257416,33573874,5.41557013448805,134.018926345978
Malaysia,2022,0.644006609916687,0.993270576000214,33938221,3.61793052767227,146.663786370623
Filipina,2003,-0.109684802591801,-0.147018894553185,82942837,0.565263243432102,87.5746443636636
Filipina,2004,-0.369468063116074,-0.221789807081223,84607501,0.623144777963454,87.1252848232048
Filipina,2005,-0.215828403830528,-0.0164202656596899,86261250,1.54906009249231,83.8456745708051
Filipina,2006,-0.192074850201607,-0.134328275918961,87901835,2.12091886479217,80.8505386728775
Filipina,2007,-0.12692703306675,0.106631629168987,89561377,1.87121245887706,73.6449799920629
Filipina,2008,-0.0791466757655144,0.0476356446743011,91252326,0.737800589215247,67.6810707730401
Filipina,2009,-0.112535633146763,0.0282764304429293,92946951,1.17324821246427,60.8865907869758
Filipina,2010,-0.215251356363297,0.0709009245038033,94636700,0.513698049517663,66.1042785137797
Filipina,2011,-0.160969600081444,0.189581170678139,96337913,0.856963002969068,60.7958366987089
Filipina,2012,0.0405046008527279,0.205686181783676,98032317,1.2276300069868,57.8420055112164
Filipina,2013,0.0231475681066513,0.205970302224159,99700107,1.31642638381475,55.8247812334196
Filipina,2014,0.0773035287857056,0.318069517612457,101325201,1.92937522797834,57.4681720862891
Filipina,2015,0.0541701726615429,0.15983173251152,103031365,1.84018010715303,59.1415921044612
Filipina,2016,0.112924449145794,0.0182069055736065,104875266,2.59850803497646,61.7760657662036
Filipina,2017,0.127120852470398,-0.0352476872503757,106738501,3.12238778408668,68.1683697434961
Filipina,2018,0.0287664085626602,0.0622235201299191,108568836,2.86833826073638,72.1633982998175
Filipina,2019,0.100199609994888,0.0599960312247276,110380804,2.30117498594757,68.8418422585097
Filipina,2020,0.113156676292419,0.068197175860405,112190977,1.88586363211171,58.1695603022282
Filipina,2021,0.0623732283711433,0.0356624871492386,113880328,3.04078855310047,63.4846098136712
Filipina,2022,0.0627855956554413,0.0647772029042244,115559009,2.3475097233369,72.4296836107599
Thailand,2003,0.357130825519562,0.305083304643631,64776956,3.43593984811892,116.692819704865
Thailand,2004,0.219655558466911,0.261547863483429,65311166,3.38947495269123,127.411873720393
Thailand,2005,0.453963398933411,0.340901643037796,65821360,4.33958708070528,137.853866832247
Thailand,2006,0.229795873165131,0.417947977781296,66319525,4.0212567065949,134.086946191268
Thailand,2007,0.0861985608935356,0.285919487476349,66826754,3.28356939351343,129.873226989718
Thailand,2008,0.112537249922752,0.156943961977959,67328239,2.93824905393328,140.437011540931
Thailand,2009,0.121483989059925,0.206796795129776,67813654,2.27590224065624,119.269418854589
Thailand,2010,0.0618106834590435,0.0832910686731339,68270489,4.32320928209174,127.250522638251
Thailand,2011,0.0903827995061874,0.099299393594265,68712846,0.667087644548593,139.675407224576
Thailand,2012,0.137224212288857,0.130159914493561,69157023,3.24456444314608,137.67493851024
Thailand,2013,0.130639657378197,0.163353562355042,69578602,3.79126450872817,132.462274174269
Thailand,2014,0.174806475639343,0.25749933719635,69960943,1.22145318013998,130.905495444398
Thailand,2015,0.195901736617088,0.2383993268013,70294397,2.22468548959784,124.839662152526
Thailand,2016,0.0528686940670013,0.225643277168274,70607037,0.843364340718618,120.57522728913
Thailand,2017,0.00768968556076288,0.257611274719238,70898202,1.81550260101987,120.891427433638
Thailand,2018,-0.0440966561436653,0.254473984241486,71127802,2.71279835138662,120.841864730984
Thailand,2019,-0.0219450928270817,0.260645478963852,71307763,1.01451188952294,109.689514715166
Thailand,2020,0.0636607557535172,0.202014088630676,71475664,-0.988581644677358,97.8007432465178
Thailand,2021,0.0835350751876831,0.221190869808197,71601103,2.99428727205672,117.144503626655
Thailand,2022,0.165019407868385,0.128285065293312,71697030,2.26612015279478,132.856382043634
Brunei Darussalam,2003,1.00117206573486,0.68854159116745,354045,1.88826312971973,105.258467568503
Brunei Darussalam,2004,1.1962434053421,0.225117295980453,360461,1.438045611737,100.589570685232
Brunei Darussalam,2005,0.910222887992859,0.594697237014771,366717,1.83675167028945,97.4576166216243
Brunei Darussalam,2006,0.935711622238159,0.866387069225311,372808,0.765785258635404,96.9411493596989
Brunei Darussalam,2007,0.986057281494141,0.918139517307281,378748,2.10354744479814,95.7504672644039
Brunei Darussalam,2008,0.783945679664612,0.880708277225494,384568,1.54365209872544,105.913844072184
Brunei Darussalam,2009,1.0849860906601,0.913909912109375,390311,3.03362632520526,108.572636487672
Brunei Darussalam,2010,1.10814273357391,0.896695196628571,396053,3.50706002855764,95.3689459604066
Brunei Darussalam,2011,1.14903604984283,0.891406118869781,401506,3.73098773925315,99.5365403596103
Brunei Darussalam,2012,1.14550006389618,0.837668597698212,406634,4.54055752759947,105.641023977752
Brunei Darussalam,2013,1.09857821464539,0.865128815174103,411702,4.28665973462094,110.936878837404
Brunei Darussalam,2014,0.980604350566864,1.08203399181366,416656,3.35660795794307,102.420968814048
Brunei Darussalam,2015,0.836912333965302,1.02662456035614,421437,1.32471234684473,89.893790077624
Brunei Darussalam,2016,0.580995678901672,1.04898059368134,425994,-1.32056726982867,87.3182670815342
Brunei Darussalam,2017,0.703587353229523,1.10762357711792,430276,3.85818317072908,85.1767490461377
Brunei Darussalam,2018,0.676745414733887,1.21318626403809,434274,3.80485731593467,93.8978590982859
Brunei Darussalam,2019,0.624943494796753,1.2790025472641,438048,2.77118007919323,108.509658357959
Brunei Darussalam,2020,0.904901444911957,1.38349044322968,441725,4.7105756528403,110.291003658452
Brunei Darussalam,2021,0.987135231494904,1.40679204463959,445373,1.46181722244564,147.123112375318
Brunei Darussalam,2022,1.06704342365265,1.4222446680069,449002,-1.75293370628154,146.973965879597
China,2003,-0.392048835754395,-0.147587299346924,1288400000,3.48741889929233,51.8042195750931
China,2004,-0.346228837966919,-0.109930388629436,1296075000,3.48364153462976,59.5055314137615
China,2005,-0.183769479393959,-0.140640497207642,1303720000,4.55426348223621,62.208021923361
China,2006,-0.258387207984924,0.0357880145311356,1311020000,4.508600502911,64.4791912001398
China,2007,-0.233363419771194,0.165997371077538,1317885000,4.40098334219288,62.1936250853569
China,2008,-0.21839340031147,0.165779024362564,1324655000,3.73361071056151,57.6123422414767
China,2009,-0.298093944787979,0.0932420492172241,1331260000,2.56889430733347,45.1849762071912
China,2010,-0.320954978466034,0.0918448567390442,1337705000,4.00354456866118,50.717077662749
China,2011,-0.259136259555817,0.0836087092757225,1345035000,3.70880651655626,50.7409045864006
China,2012,-0.28433284163475,0.0153677640482783,1354190000,2.82710533551379,48.2675223673812
China,2013,-0.331608176231384,-0.00465791253373027,1363240000,3.03985486260271,46.7443755773118
China,2014,-0.331334412097931,0.355403989553452,1371860000,2.55924761041391,44.9052159543363
China,2015,-0.354117453098297,0.417484968900681,1379860000,2.19217773086009,39.4641693352619
China,2016,-0.314001739025116,0.356864213943481,1387790000,1.55563699883085,36.8944150170064
China,2017,-0.179300889372826,0.416717708110809,1396215000,1.34912369633213,37.632413240495
China,2018,-0.22858552634716,0.496618092060089,1402760000,1.69389428446517,37.5657841020793
China,2019,-0.304319977760315,0.54490339756012,1407745000,1.31071593247948,35.8900960342613
China,2020,-0.202643379569054,0.644194781780243,1411100000,1.72317554862906,34.7542956995492
China,2021,-0.332243531942368,0.809331774711609,1412360000,1.93078622294539,37.3019908656257
China,2022,-0.418417632579803,0.495032012462616,1412175000,1.00754425577044,38.3514805752943
Jepang,2003,1.0699657201767,1.15746104717255,127718000,0.194079344432153,21.3261252678119
Jepang,2004,1.1344233751297,1.34332299232483,127761000,0.153847735604894,23.6643534228975
Jepang,2005,1.25873100757599,1.28548622131348,127773000,0.113001254131507,26.2299545778565
Jepang,2006,1.26020288467407,1.5849609375,127854000,-0.0520879011005219,30.0163760986692
Jepang,2007,1.12917721271515,1.44125950336456,128001000,0.472322726975048,32.816578051879
Jepang,2008,1.13206923007965,1.45174884796143,128063000,0.482208589465112,34.1294765412246
Jepang,2009,1.09656965732574,1.45010435581207,128047000,0.231146374633737,24.3901665338555
Jepang,2010,1.0166825056076,1.52235090732574,128070000,0.12920448958805,28.4984726938389
Jepang,2011,1.07426130771637,1.46691274642944,127833000,-0.0136482744839263,30.1949607286296
Jepang,2012,1.13758063316345,1.40798962116241,127629000,0.00872020150189613,30.4709109171752
Jepang,2013,1.10895478725433,1.61111164093018,127445000,0.204293384186424,33.9787686509511
Jepang,2014,1.13797330856323,1.80617105960846,127276000,0.403354543401037,37.431434568658
Jepang,2015,1.20364701747894,1.75416135787964,127141000,0.118161987748241,35.4274083544798
Jepang,2016,1.41657531261444,1.78573799133301,127076000,0.818481615264516,31.3102468455884
Jepang,2017,1.36333429813385,1.57973551750183,126972000,0.381319638034274,34.4232135721686
Jepang,2018,1.33422780036926,1.63468813896179,126811000,0.501685482403774,36.609931802107
Jepang,2019,1.31464898586273,1.55019092559814,126633000,0.780785313301259,35.2164181084145
Jepang,2020,1.3470870256424,1.54766714572906,126261000,1.23793178201869,31.3257931242986
Jepang,2021,1.36984014511108,1.3627552986145,125681593,0.699246729896351,36.7714832870467
Jepang,2022,1.43877255916595,1.61974680423737,125124989,1.15775562873668,46.8437321391913
Korea Selatan,2003,0.717727243900299,0.790476679801941,47892330,0.997559671350009,61.1746012790121
Korea Selatan,2004,0.793975472450256,0.815539062023163,48082519,1.67609803413151,70.0157148656729
Korea Selatan,2005,0.805072546005249,0.924596548080444,48184561,1.45932018032106,68.3248110236401
Korea Selatan,2006,0.72058492898941,0.984207689762115,48438292,0.869896781374133,70.6518735304194
Korea Selatan,2007,0.920578896999359,1.20181572437286,48683638,0.752754047671926,73.8745252877915
Korea Selatan,2008,0.725823581218719,0.994486927986145,49054708,1.06818326165412,95.5163524347469
Korea Selatan,2009,0.849306285381317,1.02481615543365,49307835,0.95576859415752,86.133619369747
Korea Selatan,2010,0.918371379375458,1.14781618118286,49554112,0.830430228021659,91.3995964951756
Korea Selatan,2011,0.982293248176575,1.15794360637665,49936638,0.779787886802945,105.566313581348
Korea Selatan,2012,0.865391075611115,1.07450258731842,50199853,0.743001113839527,105.458327737701
Korea Selatan,2013,0.988611996173859,1.00390338897705,50428893,0.93143827823753,97.9521049538882
Korea Selatan,2014,1.13403701782227,1.03592240810394,50746659,0.624700011881539,90.6144418981567
Korea Selatan,2015,1.09933400154114,0.97769683599472,51014947,0.279944815832785,79.132494389092
Korea Selatan,2016,1.1026177406311,1.02176225185394,51217803,0.80712561488255,73.6038094655981
Korea Selatan,2017,1.09427738189697,1.02897393703461,51361911,1.10364025144874,77.1209178066416
Korea Selatan,2018,1.09374976158142,1.13534736633301,51585058,0.706084799750036,78.9888655134363
Korea Selatan,2019,1.05925858020782,1.33259665966034,51764822,0.58339386057331,75.757138965219
Korea Selatan,2020,1.02495074272156,1.37035512924194,51836239,0.533043337613518,69.0340450909562
Korea Selatan,2021,1.09228515625,1.36732113361359,51769539,1.21315499855807,80.1994569268269
Korea Selatan,2022,1.1452225446701,1.34957349300385,51672569,1.49617378306838,96.5364092886865
